day,day_of_week,hour,route_id,length_km,n_stops,traffic_index,rain,passengers,travel_time_min,fare_thb,diesel_l_per_km
11,4,17,RS2,51.33,108,1.98,1.0,546,268.6,19.0,0.585
11,4,18,R2-38,24.45,138,2.038,1.0,750,176.1,19.0,0.478
11,4,18,R1-1,23.73,107,1.945,1.0,507,154.6,19.0,0.475
11,4,18,R1-5,29.91,134,1.946,1.0,673,192.9,19.0,0.5
11,4,18,R4-60,35.56,200,1.934,1.0,1029,250.3,19.0,0.522
11,4,18,RS2,51.33,108,1.981,1.0,495,268.4,19.0,0.585
11,4,19,R2-38,24.45,138,2.014,1.0,488,163.5,19.0,0.478
11,4,19,R1-1,23.73,107,2.022,1.0,422,151.5,19.0,0.475
11,4,19,R1-5,29.91,134,1.988,1.0,557,187.7,19.0,0.5
11,4,19,R4-60,35.56,200,2.032,1.0,677,241.7,19.0,0.522
11,4,19,RS2,51.33,108,1.944,1.0,481,261.7,19.0,0.585
11,4,20,R2-38,24.45,138,0.963,1.0,277,102.8,19.0,0.478
11,4,20,R1-1,23.73,107,0.925,1.0,177,85.0,19.0,0.475
11,4,20,R1-5,29.91,134,0.998,1.0,224,108.6,19.0,0.5
11,4,20,R4-60,35.56,200,0.967,1.0,449,148.7,19.0,0.522
11,4,20,RS2,51.33,108,0.982,1.0,188,143.1,19.0,0.585
11,4,21,R2-38,24.45,138,1.008,1.0,92,93.8,19.0,0.478
11,4,21,R1-1,23.73,107,0.935,1.0,157,82.6,19.0,0.475
11,4,21,R1-5,29.91,134,0.946,1.0,164,101.5,19.0,0.5
11,4,21,R4-60,35.56,200,0.917,1.0,288,139.0,19.0,0.522
11,4,21,RS2,51.33,108,0.941,1.0,121,137.0,19.0,0.585
11,4,22,R2-38,24.45,138,0.934,1.0,186,94.1,19.0,0.478
11,4,22,R1-1,23.73,107,0.952,1.0,127,87.5,19.0,0.475
11,4,22,R1-5,29.91,134,0.965,1.0,92,102.5,19.0,0.5
11,4,22,R4-60,35.56,200,0.953,1.0,244,138.6,19.0,0.522
11,4,22,RS2,51.33,108,0.976,1.0,109,146.6,19.0,0.585
12,5,5,R2-38,24.45,138,0.801,1.0,135,86.3,19.0,0.478
12,5,5,R1-1,23.73,107,0.792,1.0,107,75.4,19.0,0.475
12,5,5,R1-5,29.91,134,0.852,1.0,98,93.3,19.0,0.5
12,5,5,R4-60,35.56,200,0.891,1.0,257,133.0,19.0,0.522
12,5,5,RS2,51.33,108,0.836,1.0,102,124.6,19.0,0.585
12,5,6,R2-38,24.45,138,0.748,1.0,175,84.3,19.0,0.478
12,5,6,R1-1,23.73,107,0.807,1.0,114,71.0,19.0,0.475
12,5,6,R1-5,29.91,134,0.846,1.0,152,95.5,19.0,0.5
12,5,6,R4-60,35.56,200,0.833,1.0,140,123.3,19.0,0.522
12,5,6,RS2,51.33,108,0.863,1.0,102,132.0,19.0,0.585
12,5,7,R2-38,24.45,138,0.844,1.0,150,87.8,19.0,0.478
12,5,7,R1-1,23.73,107,0.742,1.0,136,73.0,19.0,0.475
12,5,7,R1-5,29.91,134,0.824,1.0,147,95.0,19.0,0.5
12,5,7,R4-60,35.56,200,0.784,1.0,294,124.1,19.0,0.522
12,5,7,RS2,51.33,108,0.769,1.0,107,115.5,19.0,0.585
12,5,8,R2-38,24.45,138,0.907,1.0,156,91.2,19.0,0.478
12,5,8,R1-1,23.73,107,0.858,1.0,101,78.7,19.0,0.475
12,5,8,R1-5,29.91,134,0.764,1.0,185,96.8,19.0,0.5
12,5,8,R4-60,35.56,200,0.787,1.0,160,122.8,19.0,0.522
12,5,8,RS2,51.33,108,0.832,1.0,97,122.0,19.0,0.585
12,5,9,R2-38,24.45,138,0.828,1.0,126,90.1,19.0,0.478
12,5,9,R1-1,23.73,107,0.826,1.0,136,78.0,19.0,0.475
12,5,9,R1-5,29.91,134,0.827,1.0,99,93.9,19.0,0.5
12,5,9,R4-60,35.56,200,0.859,1.0,175,126.7,19.0,0.522
12,5,9,RS2,51.33,108,0.879,1.0,121,133.4,19.0,0.585
12,5,10,R2-38,24.45,138,1.388,1.0,304,122.8,19.0,0.478
12,5,10,R1-1,23.73,107,1.302,1.0,255,104.0,19.0,0.475
12,5,10,R1-5,29.91,134,1.334,1.0,254,130.0,19.0,0.5
12,5,10,R4-60,35.56,200,1.363,1.0,502,183.2,19.0,0.522
12,5,10,RS2,51.33,108,1.325,1.0,239,182.4,19.0,0.585
12,5,11,R2-38,24.45,138,1.355,1.0,243,117.6,19.0,0.478
12,5,11,R1-1,23.73,107,1.346,1.0,217,107.3,19.0,0.475
12,5,11,R1-5,29.91,134,1.398,1.0,285,138.3,19.0,0.5
12,5,11,R4-60,35.56,200,1.288,1.0,473,179.5,19.0,0.522
12,5,11,RS2,51.33,108,1.317,1.0,226,183.3,19.0,0.585
12,5,12,R2-38,24.45,138,1.357,1.0,320,122.1,19.0,0.478
12,5,12,R1-1,23.73,107,1.381,1.0,248,109.8,19.0,0.475
12,5,12,R1-5,29.91,134,1.439,1.0,278,139.5,19.0,0.5
12,5,12,R4-60,35.56,200,1.413,1.0,463,184.5,19.0,0.522
12,5,12,RS2,51.33,108,1.352,1.0,236,187.9,19.0,0.585
12,5,13,R2-38,24.45,138,1.351,1.0,311,123.0,19.0,0.478
12,5,13,R1-1,23.73,107,1.344,1.0,241,106.2,19.0,0.475
12,5,13,R1-5,29.91,134,1.359,1.0,313,135.8,19.0,0.5
12,5,13,R4-60,35.56,200,1.313,1.0,409,170.6,19.0,0.522
12,5,13,RS2,51.33,108,1.323,1.0,193,180.9,19.0,0.585
12,5,14,R2-38,24.45,138,1.282,1.0,314,120.8,19.0,0.478
12,5,14,R1-1,23.73,107,1.314,1.0,282,106.7,19.0,0.475
12,5,14,R1-5,29.91,134,1.305,1.0,309,133.7,19.0,0.5
12,5,14,R4-60,35.56,200,1.393,1.0,413,181.5,19.0,0.522
12,5,14,RS2,51.33,108,1.374,1.0,232,185.8,19.0,0.585
12,5,15,R2-38,24.45,138,1.3,1.0,312,120.2,19.0,0.478
12,5,15,R1-1,23.73,107,1.384,1.0,208,109.0,19.0,0.475
12,5,15,R1-5,29.91,134,1.314,1.0,352,137.2,19.0,0.5
12,5,15,R4-60,35.56,200,1.414,1.0,380,180.3,19.0,0.522
12,5,15,RS2,51.33,108,1.305,1.0,232,183.3,19.0,0.585
12,5,16,R2-38,24.45,138,1.384,1.0,284,121.1,19.0,0.478
12,5,16,R1-1,23.73,107,1.365,1.0,205,110.1,19.0,0.475
12,5,16,R1-5,29.91,134,1.347,1.0,287,134.3,19.0,0.5
12,5,16,R4-60,35.56,200,1.314,1.0,498,181.0,19.0,0.522
12,5,16,RS2,51.33,108,1.356,1.0,259,186.1,19.0,0.585
12,5,17,R2-38,24.45,138,1.368,1.0,289,122.0,19.0,0.478
12,5,17,R1-1,23.73,107,1.362,1.0,202,107.7,19.0,0.475
12,5,17,R1-5,29.91,134,1.368,1.0,307,141.2,19.0,0.5
12,5,17,R4-60,35.56,200,1.354,1.0,485,180.8,19.0,0.522
12,5,17,RS2,51.33,108,1.306,1.0,180,181.0,19.0,0.585
12,5,18,R2-38,24.45,138,1.328,1.0,331,124.9,19.0,0.478
12,5,18,R1-1,23.73,107,1.33,1.0,253,111.1,19.0,0.475
12,5,18,R1-5,29.91,134,1.274,1.0,296,134.6,19.0,0.5
12,5,18,R4-60,35.56,200,1.352,1.0,446,179.8,19.0,0.522
12,5,18,RS2,51.33,108,1.328,1.0,261,189.4,19.0,0.585
12,5,19,R2-38,24.45,138,0.859,1.0,306,98.3,19.0,0.478
12,5,19,R1-1,23.73,107,0.825,1.0,228,84.4,19.0,0.475
12,5,19,R1-5,29.91,134,0.784,1.0,286,104.2,19.0,0.5
12,5,19,R4-60,35.56,200,0.813,1.0,403,139.1,19.0,0.522
12,5,19,RS2,51.33,108,0.717,1.0,246,120.3,19.0,0.585
12,5,20,R2-38,24.45,138,0.785,1.0,305,95.0,19.0,0.478
12,5,20,R1-1,23.73,107,0.903,1.0,239,87.8,19.0,0.475
12,5,20,R1-5,29.91,134,0.802,1.0,244,96.2,19.0,0.5
12,5,20,R4-60,35.56,200,0.794,1.0,400,131.8,19.0,0.522
12,5,20,RS2,51.33,108,0.704,1.0,210,114.8,19.0,0.585
12,5,21,R2-38,24.45,138,0.89,1.0,131,90.5,19.0,0.478
12,5,21,R1-1,23.73,107,0.828,1.0,92,74.0,19.0,0.475
12,5,21,R1-5,29.91,134,0.836,1.0,126,98.0,19.0,0.5
12,5,21,R4-60,35.56,200,0.847,1.0,191,128.1,19.0,0.522
12,5,21,RS2,51.33,108,0.795,1.0,110,119.2,19.0,0.585
12,5,22,R2-38,24.45,138,0.765,1.0,137,82.9,19.0,0.478
12,5,22,R1-1,23.73,107,0.93,1.0,139,84.4,19.0,0.475
12,5,22,R1-5,29.91,134,0.904,1.0,102,98.2,19.0,0.5
12,5,22,R4-60,35.56,200,0.852,1.0,217,132.5,19.0,0.522
12,5,22,RS2,51.33,108,0.845,1.0,124,125.0,19.0,0.585
13,6,5,R2-38,24.45,138,0.894,1.0,142,90.0,19.0,0.478
13,6,5,R1-1,23.73,107,0.804,1.0,89,71.2,19.0,0.475
13,6,5,R1-5,29.91,134,0.822,1.0,130,95.8,19.0,0.5
13,6,5,R4-60,35.56,200,0.84,1.0,176,127.8,19.0,0.522
13,6,5,RS2,51.33,108,0.858,1.0,116,128.2,19.0,0.585
13,6,6,R2-38,24.45,138,0.861,1.0,118,88.9,19.0,0.478
13,6,6,R1-1,23.73,107,0.859,1.0,126,78.0,19.0,0.475
13,6,6,R1-5,29.91,134,0.797,1.0,158,93.9,19.0,0.5
13,6,6,R4-60,35.56,200,0.874,1.0,166,132.4,19.0,0.522
13,6,6,RS2,51.33,108,0.864,1.0,106,128.7,19.0,0.585
13,6,7,R2-38,24.45,138,0.72,1.0,117,80.4,19.0,0.478
13,6,7,R1-1,23.73,107,0.839,1.0,134,76.0,19.0,0.475
13,6,7,R1-5,29.91,134,0.843,1.0,129,95.9,19.0,0.5
13,6,7,R4-60,35.56,200,0.919,1.0,116,130.1,19.0,0.522
13,6,7,RS2,51.33,108,0.798,1.0,138,122.7,19.0,0.585
13,6,8,R2-38,24.45,138,0.819,1.0,140,87.1,19.0,0.478
13,6,8,R1-1,23.73,107,0.822,1.0,121,74.1,19.0,0.475
13,6,8,R1-5,29.91,134,0.788,1.0,95,92.0,19.0,0.5
13,6,8,R4-60,35.56,200,0.85,1.0,162,125.9,19.0,0.522
13,6,8,RS2,51.33,108,0.836,1.0,125,125.2,19.0,0.585
13,6,9,R2-38,24.45,138,0.837,1.0,229,95.6,19.0,0.478
13,6,9,R1-1,23.73,107,0.878,1.0,113,81.1,19.0,0.475
13,6,9,R1-5,29.91,134,0.77,1.0,186,89.3,19.0,0.5
13,6,9,R4-60,35.56,200,0.816,1.0,232,129.3,19.0,0.522
13,6,9,RS2,51.33,108,0.796,1.0,83,120.0,19.0,0.585
13,6,10,R2-38,24.45,138,1.328,1.0,326,122.8,19.0,0.478
13,6,10,R1-1,23.73,107,1.345,1.0,189,105.9,19.0,0.475
13,6,10,R1-5,29.91,134,1.421,1.0,286,134.0,19.0,0.5
13,6,10,R4-60,35.56,200,1.371,1.0,463,178.5,19.0,0.522
13,6,10,RS2,51.33,108,1.356,1.0,252,187.4,19.0,0.585
13,6,11,R2-38,24.45,138,1.343,1.0,321,124.6,19.0,0.478
13,6,11,R1-1,23.73,107,1.324,1.0,228,105.4,19.0,0.475
13,6,11,R1-5,29.91,134,1.319,1.0,296,133.5,19.0,0.5
13,6,11,R4-60,35.56,200,1.341,1.0,445,172.5,19.0,0.522
13,6,11,RS2,51.33,108,1.417,1.0,242,191.7,19.0,0.585
13,6,12,R2-38,24.45,138,1.323,1.0,307,119.8,19.0,0.478
13,6,12,R1-1,23.73,107,1.372,1.0,217,108.0,19.0,0.475
13,6,12,R1-5,29.91,134,1.393,1.0,228,131.9,19.0,0.5
13,6,12,R4-60,35.56,200,1.298,1.0,376,169.3,19.0,0.522
13,6,12,RS2,51.33,108,1.261,1.0,229,177.8,19.0,0.585
13,6,13,R2-38,24.45,138,1.349,1.0,255,117.6,19.0,0.478
13,6,13,R1-1,23.73,107,1.34,1.0,267,110.5,19.0,0.475
13,6,13,R1-5,29.91,134,1.312,1.0,292,133.3,19.0,0.5
13,6,13,R4-60,35.56,200,1.423,1.0,365,182.0,19.0,0.522
13,6,13,RS2,51.33,108,1.283,1.0,218,178.4,19.0,0.585
13,6,14,R2-38,24.45,138,1.278,1.0,333,120.9,19.0,0.478
13,6,14,R1-1,23.73,107,1.307,1.0,228,105.1,19.0,0.475
13,6,14,R1-5,29.91,134,1.428,1.0,281,140.8,19.0,0.5
13,6,14,R4-60,35.56,200,1.288,1.0,372,168.9,19.0,0.522
13,6,14,RS2,51.33,108,1.379,1.0,258,188.9,19.0,0.585
13,6,15,R2-38,24.45,138,1.32,1.0,303,120.1,19.0,0.478
13,6,15,R1-1,23.73,107,1.36,1.0,231,111.7,19.0,0.475
13,6,15,R1-5,29.91,134,1.335,1.0,338,134.4,19.0,0.5
13,6,15,R4-60,35.56,200,1.298,1.0,390,171.2,19.0,0.522
13,6,15,RS2,51.33,108,1.367,1.0,271,189.4,19.0,0.585
13,6,16,R2-38,24.45,138,1.259,1.0,308,118.1,19.0,0.478
13,6,16,R1-1,23.73,107,1.426,1.0,275,112.0,19.0,0.475
13,6,16,R1-5,29.91,134,1.321,1.0,282,134.8,19.0,0.5
13,6,16,R4-60,35.56,200,1.356,1.0,421,177.4,19.0,0.522
13,6,16,RS2,51.33,108,1.273,1.0,241,180.7,19.0,0.585
13,6,17,R2-38,24.45,138,1.329,1.0,332,119.8,19.0,0.478
13,6,17,R1-1,23.73,107,1.285,1.0,277,107.7,19.0,0.475
13,6,17,R1-5,29.91,134,1.402,1.0,337,139.6,19.0,0.5
13,6,17,R4-60,35.56,200,1.411,1.0,456,181.6,19.0,0.522
13,6,17,RS2,51.33,108,1.352,1.0,208,183.9,19.0,0.585
13,6,18,R2-38,24.45,138,1.357,1.0,287,120.3,19.0,0.478
13,6,18,R1-1,23.73,107,1.336,1.0,298,111.2,19.0,0.475
13,6,18,R1-5,29.91,134,1.341,1.0,338,136.0,19.0,0.5
13,6,18,R4-60,35.56,200,1.339,1.0,387,178.4,19.0,0.522
13,6,18,RS2,51.33,108,1.345,1.0,197,182.7,19.0,0.585
13,6,19,R2-38,24.45,138,0.803,1.0,327,94.3,19.0,0.478
13,6,19,R1-1,23.73,107,0.804,1.0,234,78.8,19.0,0.475
13,6,19,R1-5,29.91,134,0.816,1.0,303,100.2,19.0,0.5
13,6,19,R4-60,35.56,200,0.869,1.0,321,134.8,19.0,0.522
13,6,19,RS2,51.33,108,0.836,1.0,266,131.4,19.0,0.585
13,6,20,R2-38,24.45,138,0.853,1.0,284,99.6,19.0,0.478
13,6,20,R1-1,23.73,107,0.772,1.0,251,80.8,19.0,0.475
13,6,20,R1-5,29.91,134,0.81,1.0,294,102.1,19.0,0.5
13,6,20,R4-60,35.56,200,0.807,1.0,423,138.4,19.0,0.522
13,6,20,RS2,51.33,108,0.816,1.0,257,128.5,19.0,0.585
13,6,21,R2-38,24.45,138,0.819,1.0,130,87.7,19.0,0.478
13,6,21,R1-1,23.73,107,0.839,1.0,69,75.8,19.0,0.475
13,6,21,R1-5,29.91,134,0.797,1.0,153,92.2,19.0,0.5
13,6,21,R4-60,35.56,200,0.773,1.0,282,126.2,19.0,0.522
13,6,21,RS2,51.33,108,0.792,1.0,95,121.9,19.0,0.585
13,6,22,R2-38,24.45,138,0.799,1.0,171,85.6,19.0,0.478
13,6,22,R1-1,23.73,107,0.813,1.0,63,73.1,19.0,0.475
13,6,22,R1-5,29.91,134,0.863,1.0,92,97.7,19.0,0.5
13,6,22,R4-60,35.56,200,0.88,1.0,216,129.0,19.0,0.522
13,6,22,RS2,51.33,108,0.858,1.0,87,124.6,19.0,0.585
14,0,5,R2-38,24.45,138,0.952,1.0,232,94.8,19.0,0.478
14,0,5,R1-1,23.73,107,0.867,1.0,235,82.1,19.0,0.475
14,0,5,R1-5,29.91,134,0.951,1.0,278,110.7,19.0,0.5
14,0,5,R4-60,35.56,200,0.995,1.0,334,146.1,19.0,0.522
14,0,5,RS2,51.33,108,0.941,1.0,189,140.6,19.0,0.585
14,0,6,R2-38,24.45,138,0.91,1.0,569,111.7,19.0,0.478
14,0,6,R1-1,23.73,107,0.94,1.0,406,97.7,19.0,0.475
14,0,6,R1-5,29.91,134,0.925,1.0,578,122.7,19.0,0.5
14,0,6,R4-60,35.56,200,1.028,1.0,872,174.1,19.0,0.522
14,0,6,RS2,51.33,108,0.968,1.0,471,155.4,19.0,0.585
14,0,7,R2-38,24.45,138,1.73,1.0,560,153.3,19.0,0.478
14,0,7,R1-1,23.73,107,1.797,1.0,452,139.3,19.0,0.475
14,0,7,R1-5,29.91,134,1.712,1.0,624,175.4,19.0,0.5
14,0,7,R4-60,35.56,200,1.715,1.0,854,224.0,19.0,0.522
14,0,7,RS2,51.33,108,1.812,1.0,478,246.0,19.0,0.585
14,0,8,R2-38,24.45,138,1.807,1.0,767,167.2,19.0,0.478
14,0,8,R1-1,23.73,107,1.844,1.0,534,146.2,19.0,0.475
14,0,8,R1-5,29.91,134,1.832,1.0,674,183.9,19.0,0.5
14,0,8,R4-60,35.56,200,1.843,1.0,1106,247.0,19.0,0.522
14,0,8,RS2,51.33,108,1.874,1.0,511,257.7,19.0,0.585
14,0,9,R2-38,24.45,138,1.922,1.0,526,161.9,19.0,0.478
14,0,9,R1-1,23.73,107,1.895,1.0,490,150.2,19.0,0.475
14,0,9,R1-5,29.91,134,1.926,1.0,534,183.7,19.0,0.5
14,0,9,R4-60,35.56,200,1.916,1.0,755,234.1,19.0,0.522
14,0,9,RS2,51.33,108,1.932,1.0,447,260.5,19.0,0.585
14,0,10,R2-38,24.45,138,0.944,1.0,165,97.0,19.0,0.478
14,0,10,R1-1,23.73,107,0.884,1.0,213,82.5,19.0,0.475
14,0,10,R1-5,29.91,134,0.952,1.0,225,107.7,19.0,0.5
14,0,10,R4-60,35.56,200,0.953,1.0,434,146.0,19.0,0.522
14,0,10,RS2,51.33,108,0.926,1.0,201,135.3,19.0,0.585
14,0,11,R2-38,24.45,138,1.279,1.0,323,119.8,19.0,0.478
14,0,11,R1-1,23.73,107,1.245,1.0,225,100.4,19.0,0.475
14,0,11,R1-5,29.91,134,1.322,1.0,408,139.6,19.0,0.5
14,0,11,R4-60,35.56,200,1.264,1.0,502,173.7,19.0,0.522
14,0,11,RS2,51.33,108,1.366,1.0,272,188.9,19.0,0.585
14,0,12,R2-38,24.45,138,1.254,1.0,338,124.9,19.0,0.478
14,0,12,R1-1,23.73,107,1.238,1.0,278,104.7,19.0,0.475
14,0,12,R1-5,29.91,134,1.285,1.0,304,133.6,19.0,0.5
14,0,12,R4-60,35.56,200,1.294,1.0,555,180.7,19.0,0.522
14,0,12,RS2,51.33,108,1.284,1.0,234,179.2,19.0,0.585
14,0,13,R2-38,24.45,138,1.291,1.0,312,117.2,19.0,0.478
14,0,13,R1-1,23.73,107,1.215,1.0,240,99.8,19.0,0.475
14,0,13,R1-5,29.91,134,1.265,1.0,300,132.6,19.0,0.5
14,0,13,R4-60,35.56,200,1.259,1.0,489,171.7,19.0,0.522
14,0,13,RS2,51.33,108,1.25,1.0,307,180.6,19.0,0.585
14,0,14,R2-38,24.45,138,0.989,1.0,304,104.5,19.0,0.478
14,0,14,R1-1,23.73,107,0.992,1.0,274,91.7,19.0,0.475
14,0,14,R1-5,29.91,134,0.966,1.0,337,110.9,19.0,0.5
14,0,14,R4-60,35.56,200,0.93,1.0,561,151.5,19.0,0.522
14,0,14,RS2,51.33,108,0.916,1.0,264,141.1,19.0,0.585
14,0,15,R2-38,24.45,138,0.986,1.0,241,102.2,19.0,0.478
14,0,15,R1-1,23.73,107,0.994,1.0,230,92.4,19.0,0.475
14,0,15,R1-5,29.91,134,0.965,1.0,219,111.3,19.0,0.5
14,0,15,R4-60,35.56,200,1.02,1.0,442,150.6,19.0,0.522
14,0,15,RS2,51.33,108,0.971,1.0,156,142.7,19.0,0.585
14,0,16,R2-38,24.45,138,1.912,1.0,579,165.1,19.0,0.478
14,0,16,R1-1,23.73,107,1.852,1.0,384,136.3,19.0,0.475
14,0,16,R1-5,29.91,134,1.921,1.0,525,185.1,19.0,0.5
14,0,16,R4-60,35.56,200,1.866,1.0,779,228.5,19.0,0.522
14,0,16,RS2,51.33,108,1.896,1.0,402,257.5,19.0,0.585
14,0,17,R2-38,24.45,138,1.87,1.0,608,165.0,19.0,0.478
14,0,17,R1-1,23.73,107,1.943,1.0,473,147.5,19.0,0.475
14,0,17,R1-5,29.91,134,1.968,1.0,676,191.2,19.0,0.5
14,0,17,R4-60,35.56,200,1.945,1.0,1017,252.2,19.0,0.522
14,0,17,RS2,51.33,108,1.902,1.0,507,259.9,19.0,0.585
14,0,18,R2-38,24.45,138,1.942,1.0,636,170.6,19.0,0.478
14,0,18,R1-1,23.73,107,2.033,1.0,531,155.6,19.0,0.475
14,0,18,R1-5,29.91,134,2.027,1.0,600,191.0,19.0,0.5
14,0,18,R4-60,35.56,200,1.992,1.0,903,249.6,19.0,0.522
14,0,18,RS2,51.33,108,2.003,1.0,472,268.9,19.0,0.585
14,0,19,R2-38,24.45,138,2.041,1.0,479,164.2,19.0,0.478
14,0,19,R1-1,23.73,107,2.014,1.0,500,152.2,19.0,0.475
14,0,19,R1-5,29.91,134,2.034,1.0,550,192.0,19.0,0.5
14,0,19,R4-60,35.56,200,2.025,1.0,898,247.6,19.0,0.522
14,0,19,RS2,51.33,108,2.045,1.0,449,274.1,19.0,0.585
14,0,20,R2-38,24.45,138,0.959,1.0,259,96.0,19.0,0.478
14,0,20,R1-1,23.73,107,0.948,1.0,169,88.0,19.0,0.475
14,0,20,R1-5,29.91,134,0.972,1.0,236,110.3,19.0,0.5
14,0,20,R4-60,35.56,200,0.991,1.0,330,147.4,19.0,0.522
14,0,20,RS2,51.33,108,0.874,1.0,191,133.2,19.0,0.585
14,0,21,R2-38,24.45,138,0.932,1.0,181,94.3,19.0,0.478
14,0,21,R1-1,23.73,107,0.963,1.0,165,89.3,19.0,0.475
14,0,21,R1-5,29.91,134,0.952,1.0,214,108.0,19.0,0.5
14,0,21,R4-60,35.56,200,0.949,1.0,209,138.6,19.0,0.522
14,0,21,RS2,51.33,108,0.951,1.0,118,140.3,19.0,0.585
14,0,22,R2-38,24.45,138,1.001,1.0,138,97.2,19.0,0.478
14,0,22,R1-1,23.73,107,1.013,1.0,141,86.5,19.0,0.475
14,0,22,R1-5,29.91,134,0.914,1.0,161,99.7,19.0,0.5
14,0,22,R4-60,35.56,200,0.887,1.0,202,133.0,19.0,0.522
14,0,22,RS2,51.33,108,0.969,1.0,139,143.6,19.0,0.585
15,1,5,R2-38,24.45,138,0.939,1.0,254,98.8,19.0,0.478
15,1,5,R1-1,23.73,107,0.961,1.0,203,87.4,19.0,0.475
15,1,5,R1-5,29.91,134,0.908,1.0,268,109.8,19.0,0.5
15,1,5,R4-60,35.56,200,0.93,1.0,430,142.5,19.0,0.522
15,1,5,RS2,51.33,108,0.976,1.0,215,143.2,19.0,0.585
15,1,6,R2-38,24.45,138,0.989,1.0,536,114.6,19.0,0.478
15,1,6,R1-1,23.73,107,0.98,1.0,417,98.6,19.0,0.475
15,1,6,R1-5,29.91,134,0.992,1.0,575,127.5,19.0,0.5
15,1,6,R4-60,35.56,200,0.908,1.0,834,161.9,19.0,0.522
15,1,6,RS2,51.33,108,0.928,1.0,456,152.7,19.0,0.585
15,1,7,R2-38,24.45,138,1.769,1.0,557,155.5,19.0,0.478
15,1,7,R1-1,23.73,107,1.815,1.0,396,139.0,19.0,0.475
15,1,7,R1-5,29.91,134,1.821,1.0,557,176.4,19.0,0.5
15,1,7,R4-60,35.56,200,1.839,1.0,762,230.5,19.0,0.522
15,1,7,RS2,51.33,108,1.695,1.0,494,238.0,19.0,0.585
15,1,8,R2-38,24.45,138,1.865,1.0,643,164.3,19.0,0.478
15,1,8,R1-1,23.73,107,1.803,1.0,562,149.2,19.0,0.475
15,1,8,R1-5,29.91,134,1.857,1.0,679,185.2,19.0,0.5
15,1,8,R4-60,35.56,200,1.861,1.0,986,239.5,19.0,0.522
15,1,8,RS2,51.33,108,1.807,1.0,573,250.0,19.0,0.585
15,1,9,R2-38,24.45,138,1.942,1.0,561,167.5,19.0,0.478
15,1,9,R1-1,23.73,107,1.948,1.0,508,149.5,19.0,0.475
15,1,9,R1-5,29.91,134,1.876,1.0,532,175.7,19.0,0.5
15,1,9,R4-60,35.56,200,1.907,1.0,842,238.9,19.0,0.522
15,1,9,RS2,51.33,108,1.891,1.0,480,255.2,19.0,0.585
15,1,10,R2-38,24.45,138,0.932,1.0,177,93.3,19.0,0.478
15,1,10,R1-1,23.73,107,0.955,1.0,169,83.0,19.0,0.475
15,1,10,R1-5,29.91,134,0.958,1.0,261,110.0,19.0,0.5
15,1,10,R4-60,35.56,200,0.89,1.0,332,137.3,19.0,0.522
15,1,10,RS2,51.33,108,0.955,1.0,238,142.4,19.0,0.585
15,1,11,R2-38,24.45,138,1.308,1.0,345,123.7,19.0,0.478
15,1,11,R1-1,23.73,107,1.275,1.0,239,105.1,19.0,0.475
15,1,11,R1-5,29.91,134,1.272,1.0,318,133.6,19.0,0.5
15,1,11,R4-60,35.56,200,1.279,1.0,510,173.3,19.0,0.522
15,1,11,RS2,51.33,108,1.245,1.0,224,172.6,19.0,0.585
15,1,12,R2-38,24.45,138,1.286,1.0,363,119.3,19.0,0.478
15,1,12,R1-1,23.73,107,1.278,1.0,327,111.0,19.0,0.475
15,1,12,R1-5,29.91,134,1.294,1.0,314,133.3,19.0,0.5
15,1,12,R4-60,35.56,200,1.303,1.0,464,175.6,19.0,0.522
15,1,12,RS2,51.33,108,1.291,1.0,270,179.4,19.0,0.585
15,1,13,R2-38,24.45,138,1.346,1.0,422,124.9,19.0,0.478
15,1,13,R1-1,23.73,107,1.25,1.0,294,103.6,19.0,0.475
15,1,13,R1-5,29.91,134,1.276,1.0,351,133.5,19.0,0.5
15,1,13,R4-60,35.56,200,1.218,1.0,549,172.8,19.0,0.522
15,1,13,RS2,51.33,108,1.297,1.0,246,183.7,19.0,0.585
15,1,14,R2-38,24.45,138,0.967,1.0,382,104.1,19.0,0.478
15,1,14,R1-1,23.73,107,0.93,1.0,260,90.1,19.0,0.475
15,1,14,R1-5,29.91,134,0.944,1.0,305,111.5,19.0,0.5
15,1,14,R4-60,35.56,200,0.989,1.0,522,155.2,19.0,0.522
15,1,14,RS2,51.33,108,0.944,1.0,255,143.4,19.0,0.585
15,1,15,R2-38,24.45,138,1.019,1.0,299,105.8,19.0,0.478
15,1,15,R1-1,23.73,107,0.948,1.0,165,85.1,19.0,0.475
15,1,15,R1-5,29.91,134,0.961,1.0,269,109.2,19.0,0.5
15,1,15,R4-60,35.56,200,0.924,1.0,441,145.1,19.0,0.522
15,1,15,RS2,51.33,108,0.947,1.0,195,142.5,19.0,0.585
15,1,16,R2-38,24.45,138,1.992,1.0,563,164.0,19.0,0.478
15,1,16,R1-1,23.73,107,1.872,1.0,454,135.8,19.0,0.475
15,1,16,R1-5,29.91,134,1.918,1.0,519,185.5,19.0,0.5
15,1,16,R4-60,35.56,200,1.78,1.0,819,222.9,19.0,0.522
15,1,16,RS2,51.33,108,1.909,1.0,456,258.7,19.0,0.585
15,1,17,R2-38,24.45,138,1.915,1.0,596,168.5,19.0,0.478
15,1,17,R1-1,23.73,107,1.976,1.0,410,146.0,19.0,0.475
15,1,17,R1-5,29.91,134,1.868,1.0,624,181.4,19.0,0.5
